User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories,BMI,Workout_Intensity,Steps_Count,Heart_Rate_Avg,Sleep_Hours,Water_Intake_Liters,Workout_Type,Body_Fat_Percentage,Resting_Heart_Rate,Daily_Active_Minutes
15283313,female,70,154.0,59.0,10.0,88.0,40.0,50.0,24.87771968291449,Medium,12614,95,6.4,3.0,Yoga,11.1,62,29
16324247,female,26,182.0,80.0,21.0,96.0,40.5,100.0,24.151672503320853,Low,10443,83,8.2,1.9,Strength,15.4,87,33
14277710,male,44,184.0,86.0,25.0,114.0,40.8,200.0,25.401701323251416,Medium,17203,139,5.8,2.2,HIIT,14.0,72,128
10888188,male,61,183.0,86.0,1.0,81.0,38.3,4.0,25.680074054167036,Medium,18369,73,4.9,3.4,HIIT,18.9,71,138
13379795,female,68,157.0,57.0,13.0,92.0,40.1,70.0,23.124670372023203,Low,9274,157,6.3,2.2,Yoga,24.1,52,131
17181524,female,61,176.0,70.0,20.0,104.0,40.5,127.0,22.59814049586777,Medium,17759,147,6.5,3.3,HIIT,28.0,64,92
15988442,male,63,179.0,80.0,25.0,108.0,40.8,197.0,24.968009737523797,Low,19986,134,6.4,1.9,Cardio,32.6,62,128
19538533,female,54,171.0,66.0,20.0,98.0,40.1,113.0,22.571047501795427,High,18897,159,8.0,3.2,Cardio,14.0,64,129
14591877,female,54,169.0,66.0,3.0,80.0,38.9,11.0,23.1084345786212,Low,17104,60,6.8,2.4,HIIT,24.5,71,177
14274480,female,47,155.0,55.0,16.0,93.0,40.5,82.0,22.892819979188342,Medium,10633,106,8.4,2.6,Yoga,23.9,61,162
16818429,male,33,184.0,86.0,8.0,86.0,39.9,26.0,25.401701323251416,Medium,10192,135,6.6,2.8,Yoga,21.5,66,100
17476522,female,24,171.0,66.0,24.0,105.0,40.6,141.0,22.571047501795427,Medium,8501,80,5.1,2.4,Cardio,27.4,81,73
16369885,male,24,195.0,98.0,20.0,96.0,40.6,92.0,25.77251808021039,Medium,19286,132,4.6,2.4,Strength,22.8,59,35
17816292,male,48,152.0,59.0,2.0,79.0,38.0,5.0,25.536703601108034,Low,7719,98,8.3,1.8,Cardio,23.8,67,102
15995398,male,35,193.0,93.0,10.0,83.0,39.7,30.0,24.967113211092915,High,11412,62,4.3,4.0,HIIT,32.6,68,70
17615432,male,21,168.0,71.0,3.0,78.0,38.5,3.0,25.15589569160998,Medium,17963,75,4.6,3.7,Yoga,31.5,76,76
10146087,female,21,179.0,73.0,9.0,90.0,39.6,37.0,22.783308885490467,High,2855,127,4.3,2.6,Strength,24.4,57,23
17967445,female,22,158.0,62.0,25.0,105.0,40.6,147.0,24.83576349943919,High,3017,85,6.1,1.1,Cardio,13.9,67,152
19670291,female,69,174.0,69.0,2.0,80.0,38.1,8.0,22.79032897344431,Medium,7279,113,6.7,1.5,HIIT,34.0,79,57
10580576,male,53,191.0,101.0,21.0,106.0,40.7,159.0,27.685644582111237,High,12412,72,4.1,3.6,HIIT,25.6,74,155
15854213,female,68,155.0,58.0,15.0,100.0,40.3,93.0,24.141519250780433,Low,9712,120,6.6,3.8,Yoga,30.2,50,77
11138472,female,69,164.0,65.0,23.0,113.0,40.4,173.0,24.167162403331353,Low,17817,79,6.0,1.5,Yoga,11.4,87,171
18276801,male,28,198.0,101.0,19.0,95.0,40.6,89.0,25.762677277828793,Low,8624,142,7.9,3.2,Strength,32.4,67,50
13823902,male,70,188.0,89.0,7.0,82.0,39.3,31.0,25.18107741059303,Medium,18579,86,8.1,2.9,Yoga,27.3,63,168
19222133,female,36,170.0,64.0,9.0,84.0,39.6,35.0,22.145328719723185,Medium,17131,61,7.4,1.9,Cardio,27.1,62,97
13231909,female,77,177.0,80.0,16.0,98.0,40.6,94.0,25.53544639152223,Low,6694,69,6.4,2.3,Cardio,12.8,74,90
12726617,female,32,167.0,63.0,9.0,99.0,39.7,49.0,22.589551436050055,High,16047,119,5.1,3.0,Yoga,27.8,57,86
12538968,female,62,185.0,77.0,13.0,84.0,40.4,54.0,22.498173849525198,Medium,6651,148,8.2,1.3,Yoga,11.9,68,45
10941668,female,64,151.0,56.0,20.0,97.0,40.4,117.0,24.560326301478007,Low,14726,78,5.7,1.6,Cardio,11.4,89,47
12628985,male,45,175.0,79.0,27.0,104.0,40.6,173.0,25.79591836734694,Medium,13299,74,5.8,1.1,Cardio,18.1,52,127
17691320,male,45,158.0,61.0,20.0,97.0,40.7,99.0,24.435186668803073,Low,19441,106,8.6,3.7,Strength,10.6,78,102
17822027,female,22,177.0,71.0,10.0,93.0,39.8,45.0,22.66270867247598,High,7207,83,8.9,2.7,HIIT,14.0,65,160
13777657,male,45,169.0,69.0,22.0,113.0,40.6,166.0,24.158817968558527,Low,12897,75,8.5,2.6,HIIT,28.2,56,78
19423359,female,66,174.0,69.0,28.0,111.0,40.9,202.0,22.79032897344431,High,4792,140,9.0,3.1,HIIT,30.9,70,57
14701930,male,31,182.0,83.0,20.0,101.0,40.9,107.0,25.057360222195385,Medium,2420,119,8.3,4.0,Cardio,14.5,63,156
11513205,female,57,163.0,68.0,29.0,109.0,40.7,199.0,25.59373706198954,Low,4840,139,7.5,1.5,Cardio,30.6,88,91
11842710,male,53,192.0,93.0,5.0,90.0,39.1,25.0,25.227864583333336,Low,15437,141,5.5,1.4,Cardio,22.0,73,169
12576313,female,22,179.0,67.0,8.0,77.0,39.5,23.0,20.91070815517618,High,19415,108,8.8,1.9,Cardio,33.9,79,45
12367125,male,67,192.0,92.0,24.0,108.0,40.7,200.0,24.95659722222222,Medium,9639,63,8.4,3.7,HIIT,13.5,82,82
16913504,female,27,168.0,64.0,2.0,76.0,38.2,6.0,22.67573696145125,Medium,19875,125,5.2,2.2,HIIT,11.3,71,111
19439155,male,57,178.0,83.0,2.0,79.0,38.1,7.0,26.19618735008206,Medium,6975,108,6.4,3.4,Strength,31.1,59,80
16137644,female,49,168.0,68.0,20.0,99.0,40.6,113.0,24.092970521541954,Low,18893,90,4.4,1.6,Strength,19.0,60,76
11622081,female,39,168.0,63.0,29.0,108.0,40.7,188.0,22.321428571428577,Medium,17535,125,8.8,2.5,Cardio,21.4,64,40
17374074,male,47,165.0,72.0,20.0,96.0,40.3,103.0,26.44628099173554,Low,7061,113,6.9,1.4,Strength,22.8,79,111
19096890,male,62,197.0,101.0,17.0,103.0,40.3,128.0,26.02489113349996,High,3858,61,5.2,2.2,HIIT,30.6,63,101
19628507,male,41,187.0,89.0,23.0,99.0,40.7,130.0,25.45111384369012,Medium,15678,120,5.5,1.8,HIIT,11.9,81,52
16918679,female,34,144.0,50.0,7.0,83.0,39.3,27.0,24.112654320987655,Medium,4065,74,8.9,2.6,HIIT,23.8,75,112
11194130,female,40,163.0,62.0,27.0,111.0,41.2,185.0,23.335466144755166,Low,16391,119,7.1,3.3,HIIT,20.8,70,31
18863486,female,55,155.0,57.0,11.0,92.0,39.8,57.0,23.725286160249738,Medium,15346,102,6.1,3.8,Yoga,18.5,54,78
11754581,male,44,189.0,88.0,13.0,94.0,40.0,65.0,24.635368550712467,Medium,17237,152,6.5,1.9,Cardio,18.7,61,65
15161631,female,45,160.0,60.0,16.0,99.0,40.4,91.0,23.437499999999996,Medium,8773,157,4.5,3.2,Cardio,33.3,78,137
18735761,female,49,164.0,64.0,19.0,105.0,40.4,120.0,23.795359904818564,Medium,11788,99,4.4,3.7,Yoga,16.7,70,113
15878611,female,46,166.0,68.0,12.0,101.0,40.1,70.0,24.677021338365513,High,16094,155,7.0,1.4,Strength,21.4,74,25
19249559,male,25,202.0,100.0,9.0,94.0,39.8,39.0,24.50740123517302,Medium,6442,144,6.6,2.8,Cardio,22.3,65,167
15469030,male,68,171.0,80.0,22.0,95.0,40.5,136.0,27.358845456721728,Low,11247,89,5.8,2.8,Strength,28.0,80,137
11157560,female,25,169.0,64.0,14.0,101.0,40.2,77.0,22.40817898532965,Medium,15195,122,6.8,1.8,HIIT,23.0,69,48
19576971,female,31,174.0,67.0,9.0,93.0,39.5,42.0,22.12973972783723,Medium,11215,83,4.4,1.1,Strength,25.5,80,73
15048071,male,57,184.0,91.0,7.0,95.0,39.2,41.0,26.878544423440452,Medium,5204,103,8.7,1.8,Cardio,20.0,60,132
18707469,female,27,159.0,59.0,14.0,88.0,39.9,59.0,23.337684427040067,Medium,18959,73,5.5,2.8,Cardio,28.0,81,45
12598637,male,40,201.0,98.0,24.0,110.0,40.7,179.0,24.256825326105798,Medium,18582,87,4.4,1.6,HIIT,21.6,57,42
14342169,female,57,171.0,74.0,2.0,73.0,38.6,6.0,25.3069320474676,Medium,3365,73,4.8,1.9,Cardio,15.6,72,174
19208771,female,23,155.0,62.0,5.0,74.0,39.2,13.0,25.806451612903224,Medium,19400,115,4.5,3.1,HIIT,30.4,57,170
11790318,male,23,189.0,87.0,23.0,110.0,40.0,147.0,24.355421180818006,Low,2025,93,4.9,2.2,Cardio,29.1,51,57
11756583,male,43,183.0,88.0,26.0,107.0,40.7,180.0,26.27728507868255,Low,5724,137,6.1,1.2,HIIT,25.7,76,177
16417986,male,74,201.0,107.0,14.0,96.0,40.1,101.0,26.484492958095103,Low,5458,148,7.7,2.2,Strength,23.0,85,70
13065142,female,45,158.0,53.0,23.0,106.0,40.7,150.0,21.230572023714146,Medium,12559,71,5.4,4.0,Strength,15.2,84,132
10481882,female,31,165.0,60.0,25.0,115.0,40.8,179.0,22.03856749311295,Medium,6746,115,6.2,1.8,Yoga,31.7,72,126
19521409,male,21,195.0,93.0,6.0,93.0,39.2,23.0,24.45759368836292,Medium,15217,120,8.6,1.8,HIIT,12.4,62,37
15862346,male,50,190.0,96.0,3.0,80.0,38.3,10.0,26.59279778393352,High,11067,120,5.5,1.5,Strength,19.6,80,69
12234447,male,39,175.0,74.0,9.0,93.0,39.5,39.0,24.163265306122447,Low,11133,99,8.0,1.8,Yoga,31.3,79,102
14624633,male,57,169.0,81.0,30.0,112.0,40.9,247.0,28.360351528307834,Medium,5041,79,4.8,2.7,Cardio,24.9,55,128
17074274,female,26,159.0,53.0,19.0,92.0,40.5,89.0,20.964360587002094,Medium,9765,101,4.9,3.9,HIIT,21.0,69,83
17636190,male,34,181.0,83.0,25.0,102.0,40.9,141.0,25.33500198406642,Low,7404,66,6.3,2.8,Strength,29.8,75,20
14345479,female,55,160.0,62.0,4.0,87.0,39.1,18.0,24.218749999999996,Low,2571,138,5.2,2.2,Strength,34.7,85,100
11772472,female,52,171.0,67.0,15.0,89.0,40.6,70.0,22.91303307000445,Low,10796,132,8.5,2.2,Yoga,14.7,68,89
19087162,male,21,188.0,90.0,29.0,110.0,40.8,185.0,25.46401086464464,Low,14612,127,4.3,1.1,Yoga,11.3,71,123
15875055,female,20,136.0,45.0,11.0,94.0,40.1,54.0,24.329584775086502,High,17305,90,7.0,1.0,Yoga,21.6,61,127
10939512,female,79,152.0,60.0,29.0,107.0,40.8,207.0,25.969529085872576,High,10573,146,7.0,3.4,Cardio,17.2,52,133
13616455,male,21,189.0,91.0,27.0,114.0,41.0,189.0,25.475210660395845,Medium,3236,129,4.3,2.5,Strength,26.7,54,140
19118405,male,50,171.0,74.0,2.0,82.0,38.1,6.0,25.3069320474676,High,4380,151,7.7,1.1,Yoga,22.4,54,50
10503799,female,29,180.0,76.0,12.0,97.0,39.9,60.0,23.456790123456788,High,9177,135,6.3,1.9,Strength,22.5,72,57
16572590,male,22,194.0,92.0,6.0,92.0,39.0,23.0,24.444680624933575,Low,16538,106,7.6,2.1,HIIT,18.9,63,41
17336010,female,28,158.0,60.0,27.0,113.0,40.8,186.0,24.034609838166958,High,13971,110,8.1,3.3,Cardio,15.3,88,134
15483091,male,38,188.0,93.0,28.0,104.0,40.9,178.0,26.312811226799457,Medium,12297,117,5.6,2.3,Strength,15.3,56,143
10006441,male,23,169.0,73.0,25.0,102.0,40.7,122.0,25.55932915514163,High,3517,81,6.4,3.4,HIIT,19.7,84,112
13075455,female,68,159.0,68.0,24.0,108.0,40.5,166.0,26.897670187097027,High,19917,83,5.3,2.9,Strength,27.0,87,43
17564519,male,79,176.0,86.0,20.0,102.0,40.1,158.0,27.763429752066116,Medium,7887,93,5.0,1.1,HIIT,18.4,63,36
18789619,female,35,182.0,70.0,2.0,83.0,38.4,7.0,21.132713440405748,Low,13486,122,4.0,3.9,Cardio,18.2,66,83
15444304,male,67,201.0,96.0,18.0,105.0,40.5,143.0,23.761788074552616,Low,6642,119,8.8,1.5,Cardio,20.6,56,69
13122354,female,21,156.0,52.0,12.0,82.0,39.8,43.0,21.367521367521366,Medium,13423,78,6.2,1.8,Cardio,34.8,69,42
10692173,female,44,143.0,49.0,17.0,92.0,40.2,86.0,23.96205193407991,High,13399,83,4.1,3.4,Strength,12.3,83,93
12890276,female,43,175.0,72.0,23.0,100.0,40.7,128.0,23.510204081632654,High,8061,123,4.0,1.6,Strength,17.4,79,136
14339451,male,21,186.0,79.0,29.0,111.0,41.0,182.0,22.835009827725745,Low,14685,79,5.4,2.2,HIIT,17.3,89,120
16626118,female,32,170.0,70.0,10.0,98.0,39.7,52.0,24.221453287197235,Medium,6487,157,4.1,3.6,Cardio,34.4,62,174
17268858,male,79,179.0,91.0,27.0,107.0,40.4,236.0,28.40111107643332,Medium,14018,86,5.9,2.9,Cardio,20.2,55,167
13816658,male,51,192.0,96.0,19.0,97.0,40.6,114.0,26.041666666666668,Low,9750,117,4.3,1.9,HIIT,24.2,76,159
14191617,female,60,174.0,67.0,11.0,99.0,39.7,64.0,22.12973972783723,Low,19461,103,4.2,2.9,HIIT,15.0,67,77
13672975,male,49,184.0,86.0,26.0,103.0,40.8,171.0,25.401701323251416,Medium,19684,152,7.3,3.4,Yoga,10.3,73,147
16361679,male,46,179.0,84.0,6.0,82.0,39.2,19.0,26.216410224399986,High,12350,124,8.5,2.2,Strength,18.5,81,113
17739883,female,35,149.0,54.0,21.0,111.0,40.5,144.0,24.32322868339264,Medium,16410,105,6.0,2.7,Cardio,26.0,88,21
19341462,male,31,172.0,76.0,9.0,94.0,39.7,37.0,25.689561925365066,Medium,17105,159,8.2,4.0,Strength,27.3,75,179
14117537,male,42,185.0,78.0,26.0,110.0,41.4,185.0,22.79035792549306,Medium,5260,113,4.1,3.9,HIIT,28.8,83,25
12667831,female,66,174.0,69.0,13.0,87.0,39.8,60.0,22.79032897344431,Medium,18747,98,7.9,2.5,Cardio,31.5,70,77
10661999,male,52,189.0,90.0,22.0,96.0,40.5,127.0,25.195263290501387,High,16574,66,4.3,1.3,HIIT,12.9,77,125
10366046,male,59,166.0,73.0,23.0,101.0,40.4,149.0,26.491508201480624,High,15712,113,8.2,3.1,HIIT,12.1,54,106
11523134,male,23,169.0,71.0,16.0,102.0,40.1,78.0,24.859073561850078,Low,19229,102,8.4,1.8,Yoga,29.7,67,137
12275702,female,49,164.0,63.0,5.0,91.0,38.9,24.0,23.423557406305775,Medium,19711,79,7.9,3.0,Yoga,20.9,57,48
11190411,female,25,157.0,57.0,23.0,107.0,40.8,143.0,23.124670372023203,Medium,5255,143,8.1,2.1,Cardio,33.7,83,136
19686449,male,20,188.0,84.0,27.0,104.0,41.0,143.0,23.766410140334994,Low,5237,84,6.8,3.2,Strength,33.6,71,27
15565644,female,28,163.0,66.0,15.0,94.0,40.1,71.0,24.840980089578082,Low,14433,102,5.3,2.1,Yoga,13.5,72,145
10154011,male,60,182.0,90.0,11.0,90.0,40.2,58.0,27.17063156623596,Medium,11497,144,7.2,3.8,HIIT,27.3,58,74
12676049,female,29,178.0,77.0,15.0,95.0,40.4,71.0,24.302487059714682,Medium,18350,132,6.2,1.4,HIIT,11.7,76,62
10228092,male,40,184.0,87.0,5.0,88.0,39.5,20.0,25.697069943289225,Low,17941,86,4.0,1.2,HIIT,20.1,63,32
18997284,male,26,191.0,93.0,17.0,96.0,40.3,78.0,25.492722238973712,Low,12224,151,6.4,3.3,Strength,31.0,69,159
10836250,female,26,176.0,76.0,19.0,97.0,40.4,93.0,24.535123966942148,High,10956,84,7.3,2.2,Strength,21.5,75,166
15883541,male,25,158.0,58.0,6.0,90.0,39.2,17.0,23.233456176894723,Low,7465,95,4.1,2.4,Strength,10.8,56,34
16990389,female,60,190.0,87.0,3.0,84.0,38.9,12.0,24.099722991689752,Low,18882,157,7.1,3.8,Cardio,16.0,73,95
17046329,male,25,181.0,81.0,23.0,101.0,40.8,115.0,24.724520008546747,Medium,4944,125,7.3,2.8,Strength,12.2,58,129
14136420,female,39,165.0,65.0,19.0,106.0,40.6,119.0,23.875114784205696,High,7856,68,4.8,3.0,HIIT,20.2,56,24
13138092,female,30,153.0,53.0,26.0,108.0,40.6,168.0,22.64086462471699,Low,13996,142,6.2,1.1,HIIT,27.4,86,166
16655537,male,23,198.0,100.0,12.0,90.0,40.4,44.0,25.507601265177023,Medium,14652,138,8.8,3.0,Cardio,26.5,53,21
16245184,female,37,148.0,51.0,29.0,108.0,40.6,192.0,23.283418553688826,Medium,8077,112,8.4,2.2,Strength,28.0,60,156
19157340,female,22,147.0,47.0,17.0,101.0,40.3,96.0,21.75019667731038,Low,2135,80,6.1,2.4,Yoga,19.6,53,142
19810083,female,26,170.0,68.0,23.0,105.0,40.7,135.0,23.529411764705884,Medium,17773,109,5.7,3.4,Cardio,16.6,77,50
19821989,female,56,167.0,60.0,12.0,86.0,40.2,54.0,21.513858510523864,Medium,11292,75,4.6,2.6,Yoga,11.4,76,66
17219988,male,43,171.0,79.0,30.0,115.0,40.8,239.0,27.01685988851271,Medium,6033,125,4.2,4.0,HIIT,33.5,66,113
19572798,female,38,169.0,65.0,14.0,94.0,40.1,69.0,22.758306781975424,Medium,16178,85,5.5,3.4,Strength,13.0,89,33
18360844,male,24,179.0,80.0,14.0,90.0,40.7,46.0,24.968009737523797,Medium,8546,103,8.7,3.2,Cardio,14.5,55,42
13918575,female,25,164.0,63.0,21.0,101.0,40.7,115.0,23.423557406305775,Low,10396,88,8.8,2.8,Strength,10.6,66,90
15319150,female,31,163.0,62.0,4.0,88.0,39.1,17.0,23.335466144755166,High,12563,156,8.1,2.2,Strength,17.9,61,40
16112624,female,54,151.0,57.0,25.0,115.0,40.4,190.0,24.998903556861542,Medium,14882,157,5.8,1.2,Yoga,30.5,89,124
11099585,female,34,190.0,91.0,12.0,89.0,40.2,48.0,25.207756232686982,Low,18945,105,4.7,1.1,Yoga,18.3,50,94
17300463,female,28,176.0,72.0,27.0,112.0,40.7,178.0,23.243801652892564,Low,5314,150,7.0,1.1,HIIT,26.6,78,43
17118372,male,24,191.0,95.0,6.0,88.0,39.3,20.0,26.040952824758094,Medium,14927,130,7.2,3.9,Yoga,34.1,75,156
14435543,female,27,167.0,69.0,15.0,90.0,40.4,64.0,24.740937287102444,Medium,4681,108,6.1,2.0,Yoga,32.3,57,37
10908558,female,35,154.0,57.0,19.0,94.0,40.6,95.0,24.034407151290267,Low,4806,74,7.5,3.1,Yoga,14.5,79,168
14181557,male,49,183.0,89.0,25.0,111.0,40.8,196.0,26.575890590940304,Medium,13961,76,7.7,2.8,HIIT,19.0,79,156
17152651,male,36,185.0,91.0,2.0,91.0,38.1,9.0,26.588750913075234,Low,14602,68,7.9,2.7,HIIT,28.8,53,117
10192977,female,58,192.0,83.0,18.0,101.0,40.8,105.0,22.51519097222222,Medium,11092,136,6.5,2.7,Yoga,34.4,73,100
19584135,female,40,157.0,61.0,12.0,92.0,40.0,58.0,24.747454257779218,Low,8382,91,8.0,1.9,Cardio,27.9,75,168
19445771,male,31,179.0,77.0,24.0,97.0,40.8,111.0,24.031709372366656,Medium,11942,125,4.1,3.7,Yoga,16.3,57,144
11294536,male,50,182.0,86.0,17.0,101.0,40.3,108.0,25.963047941069917,Medium,5159,118,7.4,3.8,Cardio,13.3,80,55
12845462,male,36,202.0,109.0,6.0,87.0,39.1,24.0,26.713067346338594,High,7656,91,5.2,2.9,Cardio,22.4,67,93
10578158,female,34,163.0,61.0,13.0,96.0,40.1,67.0,22.95908765854944,Low,3452,143,5.4,3.6,Yoga,14.8,83,113
19789364,female,78,153.0,54.0,13.0,84.0,40.3,62.0,23.06805074971165,Medium,11435,102,4.5,1.2,Strength,15.7,82,55
12301038,male,41,178.0,76.0,28.0,104.0,40.8,172.0,23.98687034465345,Low,11862,142,5.0,1.3,Strength,25.9,89,179
18976127,male,41,172.0,71.0,7.0,87.0,39.5,24.0,23.99945916711736,High,12219,150,9.0,2.7,HIIT,22.9,58,174
11460469,male,24,178.0,77.0,19.0,98.0,40.1,84.0,24.302487059714682,High,3768,159,6.1,3.5,Strength,13.0,69,84
15238405,female,67,173.0,69.0,20.0,105.0,40.5,132.0,23.054562464499313,Low,8096,118,8.6,1.9,Strength,13.8,89,63
18559105,female,47,179.0,75.0,25.0,110.0,40.7,167.0,23.40750912892856,Medium,7185,89,4.8,2.6,HIIT,10.5,51,169
12761860,female,42,154.0,52.0,17.0,101.0,40.6,101.0,21.926125822229718,High,13855,70,5.0,1.0,Cardio,15.5,88,113
12777201,female,25,180.0,75.0,23.0,97.0,40.6,113.0,23.148148148148145,Medium,12494,139,6.8,4.0,HIIT,32.2,70,61
11084582,male,25,179.0,78.0,17.0,101.0,40.3,84.0,24.343809494085704,Medium,16460,85,5.7,3.3,Strength,29.8,63,83
11393152,female,58,165.0,68.0,6.0,88.0,39.4,28.0,24.977043158861342,Low,3169,153,7.2,2.1,Yoga,20.4,79,119
12327773,male,68,191.0,98.0,22.0,99.0,41.0,157.0,26.863298703434666,Low,8590,61,6.1,3.9,HIIT,28.5,66,159
12038545,male,24,181.0,91.0,14.0,97.0,40.4,64.0,27.776929886145112,High,18770,93,8.1,1.3,Strength,20.2,82,72
17593004,male,38,192.0,92.0,21.0,104.0,40.6,133.0,24.95659722222222,High,19789,100,6.2,2.4,HIIT,29.8,60,25
11708341,female,26,164.0,59.0,23.0,108.0,40.5,145.0,21.936347412254616,Medium,2123,145,6.9,1.2,Yoga,14.5,86,118
10753818,male,64,178.0,83.0,24.0,103.0,41.0,174.0,26.19618735008206,Medium,17626,90,5.6,2.0,Yoga,13.8,57,128
10608177,female,49,174.0,75.0,7.0,93.0,39.2,34.0,24.772096710265558,Medium,7909,122,7.5,1.7,Yoga,11.9,53,170
11267944,female,73,158.0,57.0,29.0,103.0,40.9,193.0,22.832879346258608,Medium,5896,114,7.3,1.9,Strength,16.0,88,23
19795364,male,27,180.0,86.0,24.0,107.0,40.7,147.0,26.54320987654321,High,10066,120,6.0,3.8,Strength,13.7,60,121
